Name,Score,Type,Episodes,Aired,Source,Rating,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5
Bakuretsu Tenshi,6.753983033312642,TV,24,"Apr 7, 2004 to Sep 15, 2004",Original,PG-13 - Teens 13 or older,62106,257,2789,34321,3539,4492,16965,1383.0,2510.0,5383.0,8232.0,5547.0,3386.0,1514.0,575.0,283.0,185.0,Adventure, Comedy, Mecha, Sci-Fi,
Chuuka Ichiban!,7.592841490138787,TV,52,"Apr 27, 1997 to Sep 13, 1998",Manga,PG-13 - Teens 13 or older,15608,107,990,8203,837,817,4761,653.0,1051.0,1978.0,1930.0,768.0,313.0,85.0,29.0,12.0,26.0,Action, Comedy, Drama, Shounen,
Corrector Yui,6.780855018587361,TV,52,"Apr 9, 1999 to Oct 20, 2000",Original,PG - Children,12222,50,463,6825,661,963,3310,288.0,424.0,929.0,1531.0,1205.0,635.0,217.0,90.0,32.0,29.0,Sci-Fi, Adventure, Comedy, Magic,
Chou Henshin Cosprayers,4.844364937388193,TV,8,"Jan 12, 2004 to Mar 1, 2004",Original,PG-13 - Teens 13 or older,7392,5,269,3567,243,568,2745,58.0,65.0,159.0,332.0,474.0,547.0,390.0,306.0,258.0,206.0,Action, Ecchi, Adventure, Fantasy, Magic
Uchuu no Stellvia,7.3408453993461,TV,26,"Apr 3, 2003 to Sep 25, 2003",Original,PG-13 - Teens 13 or older,20924,127,820,10722,957,960,7465,602.0,1185.0,2345.0,2383.0,1088.0,624.0,190.0,77.0,32.0,38.0,Action, Mecha, Romance, Sci-Fi, Space
Sakigake!! Cromartie Koukou,7.85837830808245,TV,26,"Oct 3, 2003 to Mar 26, 2004",Manga,PG-13 - Teens 13 or older,112001,1561,8242,49634,7970,5164,40991,6849.0,9462.0,13308.0,9330.0,3951.0,1749.0,777.0,340.0,190.0,181.0,Comedy, School, Shounen,,
El Hazard: The Alternative World,6.8488003621548215,TV,13,"Jan 8, 1998 to Mar 26, 1998",Original,PG-13 - Teens 13 or older,9684,10,275,6251,307,352,2499,213.0,339.0,820.0,1383.0,944.0,460.0,158.0,57.0,25.0,19.0,Adventure, Comedy, Fantasy,,
El Hazard: The Wanderers,6.965231259968102,TV,26,"Oct 6, 1995 to Mar 29, 1996",Original,PG-13 - Teens 13 or older,14603,35,613,8190,628,667,4505,333.0,526.0,1268.0,2070.0,1145.0,604.0,194.0,75.0,28.0,27.0,Adventure, Comedy, Romance, Fantasy,
El Hazard: The Magnificent World,7.319250223147873,OVA,7,"May 26, 1995 to Jan 25, 1996",Original,PG-13 - Teens 13 or older,15406,91,521,9059,408,352,5066,472.0,812.0,1707.0,2079.0,1016.0,451.0,116.0,31.0,17.0,21.0,Adventure, Comedy, Romance, Fantasy,
El Hazard 2: The Magnificent World,6.896597203903983,OVA,4,"Mar 21, 1997 to Oct 25, 1997",Original,PG-13 - Teens 13 or older,7745,5,163,5472,166,120,1824,171.0,312.0,708.0,1243.0,772.0,386.0,135.0,41.0,14.0,9.0,Adventure, Comedy, Fantasy,,
Final Approach,6.540297600971758,TV,13,"Oct 3, 2004 to Dec 26, 2004",Visual novel,PG-13 - Teens 13 or older,31774,48,958,21798,756,1088,7174,706.0,1106.0,2476.0,4634.0,3714.0,2099.0,946.0,430.0,219.0,135.0,Comedy, Drama, Romance, Slice of Life,
Fruits Basket,7.676526934302503,TV,26,"Jul 5, 2001 to Dec 27, 2001",Manga,PG-13 - Teens 13 or older,420919,9504,15410,297921,12910,16709,77969,31688.0,40622.0,59206.0,56487.0,25501.0,12518.0,4273.0,1538.0,810.0,684.0,Slice of Life, Comedy, Supernatural, Drama, Romance
Fullmetal Alchemist,8.15076332151554,TV,51,"Oct 4, 2003 to Oct 2, 2004",Manga,PG-13 - Teens 13 or older,1151621,26564,52738,880215,41631,38693,138344,124399.0,176993.0,211302.0,133850.0,44438.0,16255.0,5872.0,1769.0,970.0,1150.0,Action, Adventure, Comedy, Drama, Fantasy
Full Moon wo Sagashite,7.863385751270496,TV,52,"Apr 6, 2002 to Mar 29, 2003",Manga,PG-13 - Teens 13 or older,90884,1823,3807,51760,4784,5484,25049,7554.0,8073.0,10115.0,8601.0,4017.0,2128.0,662.0,301.0,147.0,118.0,Music, Comedy, Supernatural, Drama, Romance
Fushigi Yuugi,7.597864531197865,TV,52,"Apr 6, 1995 to Mar 28, 1996",Manga,PG-13 - Teens 13 or older,96861,2277,5124,53674,5497,5964,26602,6725.0,7328.0,10308.0,10558.0,5267.0,2796.0,1106.0,434.0,249.0,184.0,Adventure, Fantasy, Magic, Martial Arts, Comedy
Fushigi Yuugi: Eikouden,6.921262744134627,OVA,4,"Dec 21, 2001 to Jun 25, 2002",Manga,PG-13 - Teens 13 or older,15576,69,257,11630,225,218,3246,844.0,938.0,1382.0,1942.0,1311.0,813.0,459.0,229.0,137.0,86.0,Adventure, Fantasy, Romance, Drama, Shoujo
Futakoi,6.456151035322777,TV,13,"Oct 6, 2004 to Dec 29, 2004",Original,PG-13 - Teens 13 or older,31358,22,1052,19836,962,1485,8023,554.0,951.0,2189.0,3951.0,3320.0,2136.0,955.0,400.0,199.0,123.0,Comedy, Romance, School,,
Futakoi Alternative,6.849361313868613,TV,13,"Apr 7, 2005 to Jun 30, 2005",Original,PG-13 - Teens 13 or older,28297,71,1073,13965,1144,1565,10550,560.0,1097.0,2174.0,3058.0,2019.0,1125.0,534.0,209.0,112.0,72.0,Comedy, Drama, Romance,,
Gate Keepers,6.90500822948507,TV,24,"Apr 3, 2000 to Sep 18, 2000",Game,PG-13 - Teens 13 or older,19351,59,726,11013,941,1182,5489,368.0,734.0,1738.0,2740.0,1575.0,850.0,289.0,121.0,54.0,37.0,Action, Sci-Fi, Comedy, Fantasy, Mecha
Gate Keepers 21,6.782311320754717,OVA,6,"Apr 24, 2002 to Jan 8, 2003",Game,PG-13 - Teens 13 or older,9399,23,216,5904,271,273,2735,148.0,364.0,769.0,1295.0,910.0,484.0,166.0,51.0,34.0,19.0,Action, Drama, Mecha, Sci-Fi, Shounen
Gensoumaden Saiyuuki,7.491013584117033,TV,50,"Apr 4, 2000 to Mar 27, 2001",Manga,R - 17+ (violence & profanity),46228,833,2628,22100,3188,3069,15243,2047.0,2974.0,4914.0,4998.0,2227.0,1164.0,477.0,160.0,95.0,84.0,Action, Adventure, Comedy, Demons, Drama
Saiyuuki Reload,7.4014491503493485,TV,25,"Oct 2, 2003 to Mar 25, 2004",Manga,PG-13 - Teens 13 or older,28277,116,1224,15616,1186,1189,9062,991.0,1565.0,3008.0,3394.0,1533.0,687.0,239.0,91.0,41.0,44.0,Action, Adventure, Comedy, Demons, Drama
Saiyuuki Reload Gunlock,7.441988950276243,TV,26,"Apr 2, 2004 to Sep 24, 2004",Manga,PG-13 - Teens 13 or older,19393,51,728,10446,702,519,6998,716.0,1020.0,1877.0,2162.0,944.0,439.0,157.0,62.0,20.0,24.0,Action, Adventure, Comedy, Demons, Drama
GetBackers,7.522737115634474,TV,49,"Oct 5, 2002 to Sep 20, 2003",Manga,PG-13 - Teens 13 or older,105139,911,5642,55921,8039,7436,28101,4256.0,7697.0,13542.0,13161.0,5666.0,2726.0,877.0,320.0,136.0,108.0,Action, Comedy, Drama, Mystery, Shounen
Green Green,6.175390978415407,TV,12,"Jul 12, 2003 to Sep 27, 2003",Visual novel,R+ - Mild Nudity,106208,263,2671,79017,2144,5446,16930,2977.0,4121.0,8463.0,13923.0,12367.0,8440.0,4931.0,2663.0,2082.0,1929.0,Comedy, Ecchi, Romance, School, Slice of Life
Gunslinger Girl,7.356786095793516,TV,13,"Oct 9, 2003 to Feb 19, 2004",Manga,R - 17+ (violence & profanity),161010,1140,6742,82948,7728,8160,55432,5251.0,9781.0,18687.0,18770.0,9310.0,4497.0,1770.0,641.0,294.0,273.0,Action, Psychological, Military, Drama, Sci-Fi
Hikaru no Go,8.010722766399525,TV,75,"Oct 10, 2001 to Mar 26, 2003",Manga,PG-13 - Teens 13 or older,111164,2186,5480,62705,6454,6700,29825,8488.0,12124.0,15895.0,10584.0,4099.0,1818.0,520.0,171.0,84.0,121.0,Comedy, Game, Shounen, Supernatural,
Hunter x Hunter,8.364785539927933,TV,62,"Oct 16, 1999 to Mar 31, 2001",Manga,PG-13 - Teens 13 or older,416227,9525,28061,260968,15535,15100,96563,47419.0,54430.0,58285.0,30731.0,9392.0,3638.0,1134.0,429.0,258.0,756.0,Action, Adventure, Super Power, Fantasy, Shounen
Hunter x Hunter: Original Video Animation,8.320501848243714,OVA,8,"Jan 17, 2002 to Apr 17, 2002",Manga,PG-13 - Teens 13 or older,101579,408,2115,80683,832,776,17173,11508.0,14218.0,16660.0,8671.0,2419.0,805.0,184.0,76.0,39.0,337.0,Action, Adventure, Super Power, Shounen,
Hunter x Hunter: Greed Island,8.218351986188306,OVA,8,"Feb 5, 2003 to Apr 16, 2003",Manga,PG-13 - Teens 13 or older,116633,318,2256,98042,833,802,14700,12763.0,16102.0,20072.0,11433.0,3505.0,1179.0,386.0,160.0,131.0,300.0,Action, Adventure, Super Power, Fantasy, Shounen
Hunter x Hunter: Greed Island Final,8.291374502313136,OVA,14,"Mar 3, 2004 to Aug 18, 2004",Manga,PG-13 - Teens 13 or older,111292,268,2091,92109,827,750,15515,12905.0,16044.0,18455.0,9667.0,2997.0,1048.0,351.0,155.0,111.0,304.0,Action, Adventure, Super Power, Fantasy, Shounen
Jinki:Extend,6.1090529611270545,TV,12,"Jan 6, 2005 to Mar 24, 2005",Manga,R - 17+ (violence & profanity),9900,10,420,4784,474,699,3523,95.0,146.0,451.0,957.0,909.0,710.0,314.0,129.0,76.0,46.0,Mecha, Sci-Fi,,,
Kamikaze Kaitou Jeanne,7.437630405433048,TV,44,"Feb 13, 1999 to Jan 29, 2000",Manga,PG-13 - Teens 13 or older,46140,499,1518,32304,1751,1977,8590,2675.0,3492.0,5692.0,6523.0,3509.0,1692.0,538.0,167.0,101.0,54.0,Adventure, Comedy, Demons, Drama, Fantasy
Kannazuki no Miko,6.838059090570812,TV,12,"Oct 2, 2004 to Dec 18, 2004",Manga,PG-13 - Teens 13 or older,60077,767,2269,33411,2025,2994,19378,2385.0,2784.0,4804.0,6447.0,4552.0,2848.0,1593.0,750.0,414.0,297.0,Supernatural, Drama, Magic, Romance, Mecha
Kanon,7.0737955540864395,TV,13,"Jan 31, 2002 to Mar 28, 2002",Visual novel,G - All Ages,55784,248,1418,32662,1469,2522,17713,2080.0,2785.0,5100.0,6498.0,3833.0,2084.0,886.0,450.0,251.0,235.0,Drama, Romance, Slice of Life, Supernatural,
Kareshi Kanojo no Jijou,7.573621644717767,TV,26,"Oct 2, 1998 to Mar 26, 1999",Manga,PG-13 - Teens 13 or older,170539,2188,11136,75368,10132,7994,65909,6330.0,11119.0,18489.0,16634.0,7499.0,3331.0,1230.0,428.0,262.0,209.0,Comedy, Drama, Romance, School, Shoujo
Kono Minikuku mo Utsukushii Sekai,6.746733066237316,TV,12,"Apr 2, 2004 to Jun 18, 2004",Original,R+ - Mild Nudity,54222,178,1995,33816,1909,2381,14121,1514.0,2347.0,4842.0,7311.0,5021.0,3079.0,1446.0,607.0,343.0,197.0,Sci-Fi, Comedy, Drama, Magic, Romance
Kimi ga Nozomu Eien,7.217070498775615,TV,14,"Oct 5, 2003 to Jan 4, 2004",Visual novel,R+ - Mild Nudity,123752,1072,3792,75846,3242,4458,36414,6057.0,9127.0,14332.0,14635.0,8360.0,4503.0,2468.0,1128.0,771.0,691.0,Drama, Romance, Slice of Life,,
Kita e.: Diamond Dust Drops,6.596372838464783,TV,12,"Jan 20, 2004 to Apr 5, 2004",Visual novel,PG-13 - Teens 13 or older,7823,9,345,2781,354,418,3925,106.0,151.0,400.0,688.0,480.0,310.0,124.0,75.0,17.0,20.0,Drama, Romance, Slice of Life,,
Loveless,6.7979024629450935,TV,12,"Apr 7, 2005 to Jun 30, 2005",Manga,PG-13 - Teens 13 or older,121063,1632,4134,81173,4010,8783,22963,5825.0,7084.0,10721.0,14257.0,10659.0,6853.0,3832.0,1732.0,1173.0,1081.0,Action, Mystery, Supernatural, Drama, Romance
Blood+,7.570535726896512,TV,50,"Oct 8, 2005 to Sep 23, 2006",Original,R - 17+ (violence & profanity),317767,4623,17892,163002,20855,20329,95689,16366.0,23972.0,36825.0,34360.0,16234.0,8377.0,3281.0,1140.0,595.0,452.0,Action, Military, Mystery, Horror, Supernatural
Re: Cutey Honey,7.131383577052868,OVA,3,"Jul 24, 2004 to Sep 25, 2004",Manga,R+ - Mild Nudity,22697,133,914,10939,588,534,9722,433.0,903.0,2314.0,2742.0,1446.0,651.0,223.0,98.0,38.0,42.0,Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai
Solty Rei,7.227196020961009,TV,24,"Oct 7, 2005 to Mar 31, 2006",Original,R - 17+ (violence & profanity),25666,124,1098,13419,1462,1473,8214,730.0,1303.0,2914.0,3287.0,1692.0,853.0,286.0,111.0,46.0,37.0,Action, Sci-Fi, Super Power,,
Juuni Kokuki,7.949865384112711,TV,45,"Apr 9, 2002 to Aug 30, 2003",Novel,PG-13 - Teens 13 or older,113627,2261,6948,41705,5871,4897,54206,6014.0,8974.0,10809.0,6879.0,2926.0,1462.0,616.0,277.0,146.0,154.0,Action, Adventure, Fantasy, Magic, Supernatural
Shaman King,7.752115785600393,TV,64,"Jul 4, 2001 to Sep 25, 2002",Manga,PG-13 - Teens 13 or older,294021,3672,11999,208822,11722,13069,48409,22092.0,27013.0,45643.0,41073.0,16854.0,6947.0,2045.0,797.0,342.0,254.0,Action, Adventure, Comedy, Super Power, Supernatural
X/1999,6.618794219024006,Movie,1,"Aug 3, 1996",Manga,R - 17+ (violence & profanity),31227,128,454,22871,314,351,7237,1096.0,1596.0,2816.0,3780.0,3072.0,1868.0,1193.0,567.0,349.0,200.0,Action, Drama, Fantasy, Horror, Magic
X,7.416828641294125,TV,24,"Oct 3, 2001 to Mar 27, 2002",Manga,R+ - Mild Nudity,69684,796,2710,39454,3274,3006,21240,3338.0,4772.0,7876.0,8060.0,4254.0,2047.0,893.0,317.0,203.0,138.0,Action, Super Power, Drama, Magic, Romance
Mahou Sensei Negima!,6.922443471792121,TV,26,"Jan 6, 2005 to Jun 30, 2005",Manga,PG-13 - Teens 13 or older,121120,601,5607,74264,5159,7468,28622,3438.0,5581.0,11739.0,16816.0,10244.0,5568.0,2566.0,981.0,524.0,346.0,Comedy, Ecchi, Fantasy, Harem, Magic
Maria-sama ga Miteru,7.262351589429337,TV,13,"Jan 8, 2004 to Apr 1, 2004",Light novel,PG-13 - Teens 13 or older,53511,663,2234,22274,1941,2716,24346,1570.0,2405.0,4446.0,4901.0,2611.0,1342.0,521.0,234.0,105.0,142.0,Slice of Life, Drama, Romance, Shoujo, Shoujo Ai
Boukyaku no Senritsu,6.248191920973717,TV,24,"Apr 7, 2004 to Sep 22, 2004",Manga,PG-13 - Teens 13 or older,16632,43,785,6788,751,1212,7096,218.0,391.0,731.0,1364.0,1202.0,838.0,464.0,236.0,135.0,90.0,Adventure, Fantasy, Horror, Mecha, Psychological
"Ima, Soko ni Iru Boku",7.639984781081714,TV,13,"Oct 14, 1999 to Jan 20, 2000",Original,R - 17+ (violence & profanity),108100,1018,4451,39741,3252,2434,58222,4012.0,6505.0,9669.0,7286.0,3490.0,1636.0,804.0,376.0,170.0,220.0,Adventure, Drama, Fantasy, Military, Sci-Fi
Peace Maker Kurogane,7.303268340580726,TV,24,"Oct 8, 2003 to Mar 24, 2004",Manga,R - 17+ (violence & profanity),50151,307,2172,26653,2370,2148,16808,1565.0,2755.0,5455.0,6245.0,3005.0,1468.0,560.0,183.0,85.0,66.0,Action, Comedy, Historical, Samurai, Shounen
Pita Ten,6.892648287385129,TV,26,"Apr 7, 2002 to Sep 29, 2002",Manga,G - All Ages,20422,104,743,11980,1103,1557,5039,601.0,939.0,1793.0,2671.0,1814.0,1058.0,409.0,165.0,71.0,55.0,Comedy, Fantasy, Kids, Romance, School
Power Stone,6.464444444444444,TV,26,"Apr 3, 1999 to Sep 25, 1999",Game,PG - Children,6378,20,196,4024,223,447,1488,150.0,182.0,393.0,863.0,763.0,483.0,190.0,65.0,31.0,30.0,Adventure, Comedy, Fantasy, Historical, Shounen
Mononoke Hime,8.726066462782995,Movie,1,"Jul 12, 1997",Original,PG-13 - Teens 13 or older,876813,17114,11422,735624,3384,1386,124997,184173.0,167754.0,131050.0,57874.0,17052.0,5570.0,1660.0,545.0,283.0,702.0,Action, Adventure, Fantasy,,
RahXephon,7.371446309853326,TV,26,"Jan 21, 2002 to Sep 11, 2002",Original,PG-13 - Teens 13 or older,100343,949,4101,46207,4534,4203,41298,3247.0,5815.0,10129.0,10104.0,4981.0,2400.0,1150.0,424.0,228.0,179.0,Action, Drama, Mecha, Music, Mystery
Samurai 7,7.4606296376341765,TV,26,"Jun 12, 2004 to Dec 25, 2004",Other,PG-13 - Teens 13 or older,110124,744,4453,67372,4951,4474,28874,4415.0,8054.0,15364.0,16074.0,6890.0,3029.0,1018.0,387.0,167.0,126.0,Historical, Mecha, Samurai, Sci-Fi,
Scrapped Princess,7.370339398483232,TV,24,"Apr 8, 2003 to Oct 7, 2003",Light novel,PG-13 - Teens 13 or older,81917,433,3417,42524,3547,3269,29160,1831.0,4724.0,10148.0,10497.0,4387.0,2085.0,625.0,193.0,92.0,97.0,Sci-Fi, Adventure, Comedy, Drama, Fantasy
s.CRY.ed,7.34708925152182,TV,26,"Jul 4, 2001 to Dec 26, 2001",Original,PG-13 - Teens 13 or older,72311,673,2428,44099,2630,2840,20314,2742.0,4865.0,8857.0,9983.0,4771.0,2331.0,880.0,307.0,163.0,92.0,Action, Sci-Fi, Adventure, Super Power, Drama
Shingetsutan Tsukihime,6.886061074354888,TV,12,"Oct 10, 2003 to Dec 26, 2003",Visual novel,R - 17+ (violence & profanity),135721,654,5080,77659,3687,4104,45191,3795.0,6704.0,13229.0,16972.0,9908.0,5351.0,2881.0,1453.0,933.0,895.0,Action, Horror, Mystery, Romance, Super Power
Slam Dunk,8.442350170876052,TV,101,"Oct 16, 1993 to Mar 23, 1996",Manga,PG-13 - Teens 13 or older,201203,5471,15530,108713,12179,7862,56919,24041.0,26797.0,25578.0,12645.0,4036.0,1603.0,493.0,215.0,125.0,443.0,Comedy, Drama, School, Shounen, Sports
Strange Dawn,6.329187396351576,TV,13,"Jul 11, 2000 to Sep 26, 2000",Original,PG - Children,4112,7,180,1487,168,205,2072,28.0,58.0,177.0,333.0,293.0,180.0,71.0,28.0,20.0,18.0,Adventure, Drama, Fantasy,,
Tactics,7.148918594172424,TV,25,"Oct 6, 2004 to Mar 30, 2005",Manga,PG-13 - Teens 13 or older,36569,184,2144,15626,2413,2272,14114,929.0,1528.0,3007.0,3854.0,2149.0,1192.0,418.0,149.0,56.0,34.0,Mystery, Comedy, Historical, Demons, Supernatural
Tenjou Tenge,6.908553913356415,TV,24,"Apr 2, 2004 to Sep 17, 2004",Manga,R - 17+ (violence & profanity),158482,647,7266,100783,6039,8559,35835,4525.0,7930.0,16479.0,23495.0,14073.0,7564.0,3713.0,1556.0,769.0,479.0,Action, Ecchi, Martial Arts, Comedy, Super Power
Tokyo Underground,6.572592101524766,TV,26,"Apr 2, 2002 to Sep 24, 2002",Manga,PG-13 - Teens 13 or older,25243,41,1335,13386,1350,1740,7432,380.0,675.0,1717.0,3071.0,2310.0,1460.0,547.0,216.0,113.0,70.0,Action, Adventure, Romance, Sci-Fi, Shounen
Triangle Heart: Sweet Songs Forever,6.2,OVA,4,"Jul 24, 2003 to Dec 26, 2003",Visual novel,PG-13 - Teens 13 or older,6030,6,192,3163,144,193,2338,85.0,110.0,276.0,582.0,574.0,423.0,196.0,86.0,37.0,21.0,Adventure, Romance,,,
Tsubasa Chronicle,7.501717111589358,TV,26,"Apr 9, 2005 to Oct 15, 2005",Manga,PG-13 - Teens 13 or older,195978,2284,9373,106909,11295,11986,56415,9325.0,13441.0,22827.0,22477.0,10508.0,5296.0,2054.0,818.0,338.0,272.0,Action, Adventure, Fantasy, Magic, Romance
Ultra Maniac,7.143509086464021,TV,26,"May 20, 2003 to Nov 11, 2003",Manga,G - All Ages,27718,141,1221,15384,1352,1595,8166,886.0,1372.0,2664.0,3686.0,2002.0,1091.0,320.0,133.0,73.0,44.0,Comedy, Magic, Romance, School, Shoujo
Ultra Maniac OVA,6.741410488245931,OVA,1,"Aug 6, 2002",Original,G - All Ages,4941,4,76,3304,77,70,1414,125.0,163.0,335.0,650.0,522.0,278.0,76.0,27.0,22.0,14.0,Comedy, Magic, Romance, School,
Vandread,7.192229500790603,TV,13,"Oct 3, 2000 to Dec 19, 2000",Original,PG-13 - Teens 13 or older,73554,436,2047,53218,1823,2410,14056,2434.0,4688.0,9516.0,12448.0,6101.0,2829.0,1032.0,427.0,236.0,132.0,Action, Ecchi, Mecha, Sci-Fi, Shounen
Vandread: The Second Stage,7.4355466730987905,TV,13,"Oct 5, 2001 to Jan 18, 2002",Original,PG-13 - Teens 13 or older,47649,117,807,40117,720,601,5404,2142.0,4084.0,7875.0,8786.0,3742.0,1571.0,500.0,204.0,73.0,44.0,Action, Ecchi, Mecha, Sci-Fi, Shounen
Tenkuu no Escaflowne,7.675975423493474,TV,26,"Apr 2, 1996 to Sep 24, 1996",Original,PG-13 - Teens 13 or older,127239,2086,4987,70674,5094,4211,42273,6311.0,10107.0,16442.0,14572.0,6125.0,2595.0,891.0,320.0,144.0,109.0,Adventure, Psychological, Romance, Fantasy, Mecha
Whistle!,7.3670907840440165,TV,39,"May 6, 2002 to Feb 3, 2003",Manga,G - All Ages,12063,73,542,7300,498,603,3120,452.0,746.0,1505.0,1811.0,765.0,332.0,110.0,42.0,27.0,26.0,School, Shounen, Sports,,
Xenosaga The Animation,6.320139247034554,TV,12,"Jan 6, 2005 to Mar 24, 2005",Game,PG-13 - Teens 13 or older,17824,46,637,9556,812,1200,5619,282.0,426.0,1041.0,1995.0,1781.0,1191.0,583.0,263.0,116.0,78.0,Action, Mecha, Sci-Fi, Shounen, Space
Initial D First Stage,8.258485728067429,TV,26,"Apr 19, 1998 to Dec 6, 1998",Manga,PG-13 - Teens 13 or older,229315,6949,14291,148516,7949,4915,53644,22426.0,29409.0,37279.0,20081.0,5685.0,2073.0,633.0,209.0,149.0,225.0,Action, Cars, Drama, Seinen, Sports
Initial D Second Stage,8.135446140004024,TV,13,"Oct 15, 1999 to Jan 21, 2000",Manga,PG-13 - Teens 13 or older,134642,691,3055,114742,1279,751,14815,12292.0,18903.0,29970.0,17122.0,4454.0,1244.0,293.0,96.0,33.0,62.0,Action, Cars, Drama, Seinen, Sports
Initial D Third Stage,7.906307990679633,Movie,1,"Jan 13, 2001",Manga,PG-13 - Teens 13 or older,113842,469,1340,98309,519,348,13326,9194.0,12565.0,23574.0,18429.0,5581.0,1659.0,417.0,144.0,44.0,64.0,Action, Cars, Sports, Drama, Romance
Love Hina,7.095816750974511,TV,24,"Apr 19, 2000 to Sep 27, 2000",Manga,PG-13 - Teens 13 or older,225891,1584,7492,154064,7241,11599,45495,8738.0,14308.0,27588.0,33959.0,19199.0,10492.0,4394.0,1873.0,1072.0,746.0,Comedy, Ecchi, Harem, Romance, Shounen
Love Hina Again,7.269155206286837,OVA,3,"Jan 26, 2002 to Mar 27, 2002",Manga,PG-13 - Teens 13 or older,76962,95,771,66654,551,456,8530,3712.0,6222.0,11477.0,13780.0,7002.0,3362.0,1285.0,582.0,274.0,150.0,Comedy, Drama, Ecchi, Romance, Shounen
Love Hina Christmas Special: Silent Eve,7.367040305270689,Special,1,"Dec 25, 2000",Manga,PG-13 - Teens 13 or older,53291,49,353,47981,287,168,4502,2798.0,4607.0,8293.0,9697.0,4732.0,2240.0,677.0,256.0,142.0,102.0,Slice of Life, Comedy, Romance,,
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.238589420654912,Special,1,"Apr 2, 2001",Original,PG-13 - Teens 13 or older,48221,23,369,42726,290,182,4654,2266.0,3599.0,6893.0,9013.0,4466.0,2241.0,737.0,274.0,186.0,100.0,Adventure, Comedy, Romance,,
Maburaho,6.767804987643226,TV,24,"Oct 14, 2003 to Apr 6, 2004",Light novel,R+ - Mild Nudity,85634,259,3675,58233,3065,4208,16453,2426.0,3800.0,8155.0,12682.0,8392.0,5076.0,2221.0,926.0,535.0,297.0,Comedy, Drama, Ecchi, Harem, Magic
Macross Zero,7.569429870584121,OVA,5,"Dec 21, 2002 to Oct 20, 2004",Original,R+ - Mild Nudity,33232,125,896,22070,670,438,9158,1399.0,2836.0,5185.0,4475.0,1973.0,817.0,298.0,103.0,35.0,33.0,Adventure, Mecha, Military, Sci-Fi, Shounen
Onegai☆Teacher,7.158528548319453,TV,12,"Jan 10, 2002 to Mar 28, 2002",Original,PG-13 - Teens 13 or older,147889,926,3832,109656,2687,4175,27539,6741.0,10008.0,18771.0,22906.0,13008.0,6991.0,2839.0,1109.0,655.0,427.0,Sci-Fi, Comedy, Drama, Romance, School
Onegai☆Twins,6.866431017342317,TV,12,"Jul 15, 2003 to Oct 14, 2003",Original,PG-13 - Teens 13 or older,77733,192,1717,60488,1470,2083,11975,2262.0,4369.0,8902.0,13224.0,8488.0,4553.0,1963.0,798.0,439.0,267.0,Comedy, Drama, Harem, School, Sci-Fi
Rizelmine,6.437377589939182,TV,24,"Apr 3, 2002 to Dec 22, 2002",Manga,R+ - Mild Nudity,21968,51,959,12205,983,1638,6183,466.0,652.0,1425.0,2515.0,2046.0,1348.0,622.0,292.0,201.0,134.0,Sci-Fi, Comedy, Romance, Ecchi, School
Speed Grapher,7.296431291480796,TV,24,"Apr 8, 2005 to Sep 30, 2005",Original,R+ - Mild Nudity,95801,602,4968,41984,4881,4861,39107,2619.0,5094.0,9838.0,9937.0,4854.0,2515.0,1108.0,392.0,233.0,174.0,Action, Mystery, Super Power,,
Sen to Chihiro no Kamikakushi,8.84267057160077,Movie,1,"Jul 20, 2001",Original,PG - Children,1245727,25610,14444,1124666,3124,1437,102056,324768.0,254426.0,182709.0,76025.0,22207.0,7695.0,2393.0,856.0,489.0,1174.0,Adventure, Supernatural, Drama,,
Tenshi na Konamaiki,7.3644204231830726,TV,50,"Apr 6, 2002 to Mar 29, 2003",Manga,PG-13 - Teens 13 or older,22832,133,1595,9671,1528,1553,8485,752.0,1269.0,2277.0,2239.0,1183.0,554.0,227.0,99.0,42.0,54.0,Comedy, Magic, Romance, Shounen,
Video Girl Ai,7.2210846707249585,OVA,6,"Mar 27, 1992 to Aug 28, 1992",Manga,R+ - Mild Nudity,23075,107,627,13879,548,472,7549,800.0,1272.0,2551.0,3132.0,1814.0,834.0,257.0,97.0,53.0,32.0,Comedy, Drama, Ecchi, Romance,
Wolf's Rain,7.790490879481634,TV,26,"Jan 7, 2003 to Jul 29, 2003",Original,PG-13 - Teens 13 or older,271685,5716,12930,135944,14981,11858,95972,17941.0,21254.0,31099.0,25311.0,11350.0,5440.0,2206.0,736.0,424.0,296.0,Action, Adventure, Drama, Fantasy, Mystery
Yumeria,6.073574956055913,TV,12,"Jan 9, 2004 to Mar 26, 2004",Visual novel,PG-13 - Teens 13 or older,24902,35,1108,15177,1002,1630,5985,471.0,563.0,1424.0,2725.0,2645.0,1905.0,1088.0,550.0,344.0,232.0,Action, Comedy, Ecchi, Harem, Super Power
Samurai Champloo,8.46119682537676,TV,26,"May 20, 2004 to Mar 19, 2005",Original,R - 17+ (violence & profanity),892196,29414,59611,551621,45449,19921,215594,104898.0,146580.0,132652.0,62330.0,17685.0,6462.0,1984.0,768.0,348.0,932.0,Action, Adventure, Comedy, Historical, Samurai
